Family,Genus,Species,Data_type,Size_sd,Size_Est,P4_sd,P4_Est,m1_sd,m1_Est
Mustelidae,Lutrogale,perspicillata,Measured,0,0.977,0,1.141,0,1.185
Mustelidae,Lyncodon,patagonicus,Measured,0,-0.648,0.109,0.714,0.106,0.815
Mustelidae,Marcetia,santigae,Inferred_teeth,0.248,0.217,0,0.929,0.052,0.991
Mustelidae,Martes,americana,Measured,0,0.097,0,0.954,0.044,0.963
Mustelidae,Martes,andersoni,Inferred_teeth,0.233,0.195,0.053,0.936,0,0.954
Mustelidae,Martes,basilii,Inferred_teeth,0.226,0.458,0.046,1.011,0,1.041
Mustelidae,Martes,burdigaliensis,Inferred_teeth,0.241,0.212,0.051,0.9,0,0.924
Mustelidae,Martes,cadeoti,Inferred_teeth,0.192,0.03,0.039,0.827,0,0.845
Mustelidae,Martes,collongensis,Inferred_teeth,0.193,0.198,0.039,0.896,0,0.919
Mustelidae,Martes,delphinensis,Inferred_teeth,0.229,-0.125,0.048,0.765,0,0.778
Mustelidae,Martes,diluviana,Inferred_teeth,0.192,0.518,0,1.009,0,1.104
Mustelidae,Martes,filholi,Inferred_teeth,0.294,0.45,0.064,0.998,0,1.029
Mustelidae,Martes,flavigula,Measured,0,0.266,0,1.004,0.059,1.01
Mustelidae,Martes,foina,Measured,0,0.188,0.081,0.957,0.08,0.969
Mustelidae,Martes,glareae,Inferred_teeth,0.226,0.12,0.049,0.883,0,0.903
Mustelidae,Martes,gwatkinsii,Measured,0,0.31,0.074,0.996,0.081,1.007
Mustelidae,Martes,jaegeri,Inferred_teeth,0.219,-0.22,0.045,0.735,0,0.74
Mustelidae,Martes,khelifensis,Inferred_Phylogeny,0.352,0.422,0.119,0.99,0.121,1.02
Mustelidae,Martes,laevidens,Inferred_teeth,0.171,0.042,0,0.836,0,0.854
Mustelidae,Martes,lefkonensis,Inferred_teeth,0.231,0.065,0.049,0.855,0,0.869
Mustelidae,Martes,martes,Measured,0,0.114,0,0.94,0,0.954
Mustelidae,Martes,melampus,Measured,0,0,0.072,0.908,0.073,0.92
Mustelidae,Martes,mellibulla,Inferred_teeth,0.199,0.341,0.046,0.999,0,1.021
Mustelidae,Martes,munki,Inferred_teeth,0.245,0.269,0.052,0.923,0,0.949
Mustelidae,Martes,occulta,Inferred_teeth,0.215,0.748,0,1.124,0.045,1.165
Mustelidae,Martes,oregonensis,Inferred_teeth,0.224,0.148,0.047,0.893,0,0.908
Mustelidae,Martes,paleosinensis,Inferred_teeth,0.244,0.509,0,1.011,0,1.079
Mustelidae,Martes,pennanti,Measured,0,0.602,0,1.068,0.043,1.132
Mustelidae,Martes,sainjoni,Inferred_teeth,0.183,0.37,0.038,0.975,0,1.004
Mustelidae,Martes,sansaniensis,Inferred_teeth,0.245,0.588,0.053,1.069,0,1.104
Mustelidae,Martes,stirtoni,Inferred_teeth,0.237,0.01,0,0.851,0.054,0.878
Mustelidae,Martes,wenzensis,Inferred_teeth,0.229,0.524,0,1.079,0,1.041
Mustelidae,Martes,woodwardi,Inferred_teeth,0.225,0.553,0.046,1.048,0,1.079
Mustelidae,Martes,zibellina,Measured,0,0.053,0.07,0.923,0.071,0.936
Mustelidae,Megalenhydris,barbaricina,Inferred_teeth,0.193,1.15,0,1.17,0,1.248
Mustelidae,Megalictis,ferox,Inferred_teeth,0.269,1.41,0,1.386,0,1.322
Mustelidae,Megalictis,frazieri,Inferred_teeth,0.264,1.076,0.04,1.229,0,1.196
Mustelidae,Megalictis,petersoni,Inferred_teeth,0.282,0.646,0.046,1.056,0,1.009
Mustelidae,Megalictis,simplicidens,Inferred_teeth,0.28,1.119,0.046,1.247,0,1.215
Mustelidae,Meles,anakuma,Measured,0,1.061,0.074,0.98,0.074,1.235
Mustelidae,Meles,chiai,Inferred_teeth,0.203,0.912,0,0.919,0,1.197
Mustelidae,Meles,dimitrius,Inferred_teeth,0.193,0.881,0,0.903,0,1.19
Mustelidae,Meles,hollitzeri,Inferred_teeth,0.198,0.964,0,0.927,0,1.229
Mustelidae,Meles,iberica,Inferred_teeth,0.196,0.929,0,0.949,0,1.18
Mustelidae,Meles,leucurus,Measured,0,0.796,0.074,0.907,0.074,1.161
Mustelidae,Meles,meles,Measured,0,1.114,0,0.944,0,1.223
Mustelidae,Meles,teilhardi,Inferred_teeth,0.195,1.024,0,0.985,0,1.23
Mustelidae,Meles,thorali,Inferred_teeth,0.198,1.02,0,0.996,0,1.216
Mustelidae,Mellalictis,mellalensis,Inferred_teeth,0.249,0.783,0.05,1.094,0,1.13
Mustelidae,Mellivora,capensis,Measured,0,0.929,0.054,1.141,0,1.154
Mustelidae,Melodon,majori,Inferred_teeth,0.303,0.362,0,0.934,0.065,1.047
Mustelidae,Melogale,cucphuongensis,Measured,0,0.193,0.12,0.924,0.118,1.045
Mustelidae,Melogale,everetti,Measured,0,0.176,0.12,0.919,0.118,1.04
Mustelidae,Melogale,moschata,Measured,0,-0.094,0.121,0.843,0.118,0.964
Mustelidae,Melogale,orientalis,Measured,0,0.301,0.12,0.954,0.118,1.075
Mustelidae,Melogale,personata,Measured,0,0.231,0.12,0.934,0.118,1.056
Mustelidae,Miomustela,madisonae,Inferred_teeth,0.247,-0.37,0.054,0.655,0,0.708
Mustelidae,Mionictis,angustidens,Inferred_teeth,0.255,0.613,0.056,0.97,0,1.049
Mustelidae,Mionictis,artenensis,Inferred_teeth,0.179,0.681,0.038,0.999,0,1.079
Mustelidae,Mionictis,dubia,Inferred_teeth,0.241,1.005,0.053,1.129,0,1.22
Mustelidae,Mionictis,elegans,Inferred_teeth,0.179,0.595,0.038,0.964,0,1.041
Mustelidae,Mionictis,incertus,Inferred_teeth,0.178,0.707,0.038,1.009,0,1.09
Mustelidae,Mionictis,letifer,Inferred_teeth,0.171,0.48,0.036,0.917,0,0.991
Mustelidae,Mionictis,pristinus,Inferred_teeth,0.234,1.029,0.051,1.139,0,1.23
Mustelidae,Mustela,africana,Measured,0,-0.27,0.076,0.831,0.074,0.876
Mustelidae,Mustela,altaica,Measured,0,-0.767,0.082,0.601,0.069,0.648
Mustelidae,Mustela,erminea,Measured,0,-0.924,0.06,0.58,0,0.633
Mustelidae,Mustela,eversmanii,Measured,0,0.13,0.06,0.859,0,0.907
Mustelidae,Mustela,felipei,Measured,0,-0.676,0.076,0.716,0.074,0.762
Mustelidae,Mustela,frenata,Measured,0,-0.833,0,0.738,0,0.775
Mustelidae,Mustela,itatsi,Measured,0,-0.248,0.08,0.767,0.066,0.819
Mustelidae,Mustela,jacksoni,Inferred_teeth,0.242,-0.739,0.059,0.58,0,0.615
Mustelidae,Mustela,kathiah,Measured,0,-0.682,0.09,0.656,0.084,0.711
Mustelidae,Mustela,leporinum,Inferred_teeth,0.258,0.516,0.055,1.05,0,1.13
Mustelidae,Mustela,lutreola,Measured,0,-0.357,0.077,0.731,0.061,0.781
Mustelidae,Mustela,lutreolina,Measured,0,-0.151,0.06,0.779,0,0.827
Mustelidae,Mustela,majori,Inferred_Phylogeny,0.389,-0.049,0.12,0.833,0.122,0.894
Mustelidae,Mustela,meltoni,Inferred_teeth,0.224,-0.467,0.055,0.701,0,0.748
Mustelidae,Mustela,nigripes,Measured,0,-0.071,0.061,0.853,0,0.914
Mustelidae,Mustela,nivalis,Measured,0,-0.86,0.061,0.506,0,0.535
Mustelidae,Mustela,nudipes,Measured,0,-0.301,0.093,0.758,0.09,0.811
Mustelidae,Mustela,palaeattica,Inferred_teeth,0.263,0.131,0.056,0.887,0,0.954
Mustelidae,Mustela,palaeosinensis,Inferred_teeth,0.262,0.29,0,0.959,0,1.037
Mustelidae,Mustela,pliocaenica,Inferred_teeth,0.226,-0.538,0.055,0.668,0,0.712
Mustelidae,Mustela,putorius,Measured,0,-0.039,0.06,0.857,0,0.916
Mustelidae,Mustela,rexroadensis,Inferred_teeth,0.268,-0.597,0.061,0.618,0,0.663
Mustelidae,Mustela,russelliana,Measured,0,-0.845,0.08,0.568,0.066,0.612
Mustelidae,Mustela,sibirica,Measured,0,-0.393,0.08,0.727,0.066,0.779
Mustelidae,Mustela,strigidorsa,Measured,0,0.176,0.094,0.891,0.091,0.944
Mustelidae,Mustela,stromeri,Inferred_teeth,0.207,-0.202,0.056,0.824,0,0.881
Mustelidae,Mustela,subpalmata,Measured,0,-1.056,0.08,0.508,0.066,0.552
Mustelidae,Mustela,tonkinensis,Measured,0,-0.848,0.08,0.566,0.066,0.611
Mustelidae,Namibictis,senuti,Inferred_teeth,0.228,0.862,0.044,1.125,0,1.164
Mustelidae,Neovison,macrodon,Measured,0,0.076,0.054,0.943,0,1
Mustelidae,Neovison,vison,Measured,0,-0.025,0.054,0.847,0,0.886
Mustelidae,Oligobunis,crassivultus,Inferred_teeth,0.26,0.859,0,1.104,0,1.137
Mustelidae,Oligobunis,floridanus,Inferred_teeth,0.294,1.102,0.055,1.216,0,1.23
Mustelidae,Palaeomeles,pachecoi,Inferred_teeth,0.255,0.411,0.066,0.889,0,1.033
Mustelidae,Paludolutra,campanii,Inferred_teeth,0.253,1.178,0,1.207,0.051,1.287
Mustelidae,Paludolutra,lluecai,Inferred_teeth,0.262,0.895,0,1.083,0.053,1.173
Mustelidae,Pannonictis,nestii,Inferred_teeth,0.263,0.33,0,1.02,0,1.081
Mustelidae,Pannonictis,pachygnatha,Inferred_teeth,0.267,0.602,0.047,1.119,0,1.21
Mustelidae,Pannonictis,pliocaenica,Inferred_teeth,0.259,0.574,0,1.121,0,1.186
Mustelidae,Paralutra,garganensis,Inferred_teeth,0.266,0.927,0,1.1,0.058,1.178
Mustelidae,Paralutra,jaegeri,Inferred_teeth,0.227,0.729,0.049,1.016,0,1.097
Mustelidae,Paralutra,transdanubica,Inferred_Phylogeny,0.353,0.821,0.114,1.054,0.116,1.136
Mustelidae,Parataxidea,crassa,Inferred_teeth,0.309,0.524,0.073,0.955,0,1.072
Mustelidae,Parataxidea,maraghana,Inferred_teeth,0.295,0.506,0.069,0.948,0,1.064
Mustelidae,Parataxidea,sinensis,Inferred_teeth,0.297,0.197,0.07,0.822,0,0.929
Mustelidae,Plesiogulo,botori,Inferred_teeth,0.262,1.422,0,1.389,0.048,1.442
Mustelidae,Plesiogulo,brachygnathus,Inferred_teeth,0.261,1.03,0.048,1.222,0,1.279
Mustelidae,Plesiogulo,crassa,Inferred_teeth,0.277,1.278,0.051,1.322,0,1.387
Mustelidae,Plesiogulo,lindsayi,Inferred_teeth,0.257,1.39,0,1.371,0,1.433
Mustelidae,Plesiogulo,marshalli,Inferred_teeth,0.255,1.269,0,1.322,0,1.38
Mustelidae,Plesiogulo,monspessulanus,Inferred_teeth,0.261,1.446,0,1.363,0,1.486
Mustelidae,Plesiogulo,praecocidens,Inferred_teeth,0.254,1.048,0,1.228,0.046,1.289
Mustelidae,Plionictis,buwaldi,Inferred_teeth,0.268,0.322,0.056,0.937,0,0.996
Mustelidae,Plionictis,gazini,Inferred_teeth,0.215,0.159,0.043,0.871,0,0.924
Mustelidae,Plionictis,kinseyi,Inferred_teeth,0.214,0.303,0.043,0.929,0,0.987
Mustelidae,Plionictis,oaxacaensis,Inferred_Phylogeny,0.318,0.253,0.103,0.906,0.102,0.967
Mustelidae,Plionictis,ogygia,Inferred_teeth,0.256,0.03,0,0.857,0,0.833
Mustelidae,Plionictis,oregonensis,Inferred_teeth,0.255,0.122,0.052,0.855,0,0.908
Mustelidae,Plionictis,parviloba,Inferred_teeth,0.228,0.206,0.047,0.889,0,0.944
Mustelidae,Pliotaxidea,garberi,Inferred_teeth,0.285,0.48,0,0.908,0,0.982
Mustelidae,Pliotaxidea,nevadensis,Inferred_teeth,0.289,0.503,0.048,0.924,0,0.987
Mustelidae,Poecilogale,albinucha,Measured,0,-0.469,0.061,0.725,0,0.82
Mustelidae,Polgardia,pannonica,Inferred_teeth,0.283,0.447,0.078,0.887,0,1.045
Mustelidae,Prepoecilogale,bolti,Inferred_teeth,0.24,-0.45,0.058,0.684,0,0.767
Mustelidae,Promartes,darbyi,Inferred_Phylogeny,0.376,0.613,0.119,1.015,0.119,1.02
Mustelidae,Promartes,gemmarosae,Inferred_Phylogeny,0.39,0.619,0.125,1.017,0.125,1.022
Mustelidae,Promartes,lepidus,Inferred_teeth,0.276,0.383,0,0.914,0.053,0.928
Mustelidae,Promeles,macedonicus,Inferred_teeth,0.297,0.412,0.074,0.905,0,1.029
Mustelidae,Promeles,palaeattica,Inferred_teeth,0.287,0.694,0.072,1.019,0,1.152
Mustelidae,Proputorius,lufengensis,Inferred_teeth,0.278,0.003,0.059,0.805,0,0.869
Mustelidae,Proputorius,minimus,Inferred_teeth,0.278,0.017,0.059,0.81,0,0.875
Mustelidae,Proputorius,pusillus,Inferred_teeth,0.238,-0.348,0.051,0.663,0,0.716
Mustelidae,Proputorius,sansaniensis,Inferred_teeth,0.25,0.695,0.054,1.085,0,1.17
Mustelidae,Proputorius,yaogouensis,Inferred_teeth,0.272,0.164,0.058,0.87,0,0.94
Mustelidae,Pteronura,brasiliensis,Measured,0,1.38,0.06,1.217,0,1.315
Mustelidae,Sabadellictis,crusafonti,Inferred_Phylogeny,0.405,0.639,0.14,0.974,0.13,1.13
Mustelidae,Sardolutra,ichnusae,Inferred_teeth,0.211,0.836,0,1.053,0,1.111
Mustelidae,Satherium,piscinarium,Inferred_teeth,0.246,1.103,0.056,1.156,0,1.241
Mustelidae,Schultzogale,inexpecta,Inferred_teeth,0.241,0.02,0,0.748,0.043,0.831
Mustelidae,Siamogale,thailandica,Inferred_teeth,0.177,0.96,0,1.082,0,1.205
Mustelidae,Sivanasua,moravica,Inferred_teeth,0.227,0.352,0,0.881,0,0.954
Mustelidae,Sivanasua,viverroides,Inferred_teeth,0.193,0.482,0.04,0.937,0,1.009
Mustelidae,Sivaonyx,africanus,Inferred_teeth,0.286,1.281,0.053,1.238,0,1.342
Mustelidae,Sivaonyx,bathygnathus,Inferred_teeth,0.263,0.987,0.048,1.12,0,1.214
Mustelidae,Sivaonyx,beyi,Inferred_teeth,0.26,1.254,0.047,1.227,0,1.33
Mustelidae,Sivaonyx,ekecaman,Inferred_teeth,0.272,1.217,0.048,1.212,0,1.315
Mustelidae,Sivaonyx,gandakasensis,Inferred_teeth,0.248,0.886,0.046,1.08,0,1.169
Mustelidae,Sivaonyx,hessicus,Inferred_teeth,0.246,0.967,0.045,1.112,0,1.204
Mustelidae,Sivaonyx,kamuhangirei,Inferred_teeth,0.277,1.446,0.049,1.304,0,1.415
Mustelidae,Sivaonyx,senutae,Inferred_teeth,0.247,1.108,0,1.17,0.045,1.265
Mustelidae,Sivaonyx,soriae,Inferred_teeth,0.245,1.056,0.045,1.148,0,1.243
Mustelidae,Sminthosinis,bowleri,Inferred_teeth,0.247,-0.205,0,0.663,0,0.955
Mustelidae,Sthenictis,bellus,Inferred_Phylogeny,0.295,0.442,0.094,0.962,0.093,1.065
Mustelidae,Sthenictis,campestris,Inferred_Phylogeny,0.328,0.578,0.101,0.999,0.097,1.14
Mustelidae,Sthenictis,dolichops,Inferred_teeth,0.224,0.705,0.047,1.072,0,1.176
Mustelidae,Sthenictis,junturensis,Inferred_teeth,0.253,0.404,0,0.886,0,1.104
Mustelidae,Sthenictis,lacota,Inferred_teeth,0.257,0.87,0.051,1.117,0,1.267
Mustelidae,Sthenictis,neimengguensis,Inferred_teeth,0.226,0.713,0.044,1.059,0,1.195
Mustelidae,Sthenictis,robustus,Inferred_teeth,0.229,0.445,0.044,0.949,0,1.079
Mustelidae,Taxidea,mexicana,Inferred_teeth,0.261,0.835,0,1.041,0,1.127
Mustelidae,Taxidea,taxus,Measured,0,0.852,0.099,1.032,0.098,1.108
Mustelidae,Taxodon,hessicum,Inferred_teeth,0.278,0.567,0.065,0.978,0,1.09
Mustelidae,Taxodon,sansaniensis,Inferred_teeth,0.27,0.428,0.063,0.921,0,1.029
Mustelidae,Tisisthenes,parvus,Inferred_teeth,0.303,-0.148,0,0.771,0.066,0.842
Mustelidae,Torolutra,angololensis,Inferred_teeth,0.242,1.141,0,1.185,0.046,1.247
Mustelidae,Torolutra,ougandensis,Inferred_teeth,0.26,1.03,0,1.14,0,1.199
Mustelidae,Trigonictis,cookii,Inferred_teeth,0.277,0.293,0.058,0.97,0,1.057
Mustelidae,Trigonictis,macrodon,Inferred_teeth,0.271,0.508,0,1.076,0,1.134
Mustelidae,Trocharion,albanense,Inferred_teeth,0.299,0.25,0.06,0.855,0,0.919
Mustelidae,Trochotherium,cyamoides,Inferred_teeth,0.275,0.724,0.069,1.021,0,1.176
Mustelidae,Tyrrhenolutra,helbingi,Inferred_teeth,0.236,0.978,0,1.097,0.052,1.174
Mustelidae,Vishnuonyx,chinjiensis,Inferred_teeth,0.217,0.851,0,1.064,0.043,1.154
Mustelidae,Vormela,peregusna,Measured,0,-0.347,0.065,0.748,0,0.839
Mustelidae,Vormela,petenyii,Inferred_teeth,0.242,-0.291,0.064,0.736,0,0.82
Mustelidae,Zodiolestes,daimonelixensis,Inferred_teeth,0.251,0.755,0,1.107,0,1.049
Mustelidae,Zodiolestes,freundi,Inferred_teeth,0.286,1.206,0,1.29,0.048,1.245
Musteloidea_not_assigned_to_family,Arikarictis,chapini,Inferred_teeth,0.25,0.315,0,0.869,0.052,0.919
Musteloidea_not_assigned_to_family,Bathygale,lemanensis,Inferred_Phylogeny,0.407,0.523,0.134,0.967,0.133,0.985
Musteloidea_not_assigned_to_family,Brevimalictis,chikasha,Inferred_teeth,0.275,0.017,0.056,0.762,0,0.778
Musteloidea_not_assigned_to_family,Circamustela,dechaseauxi,Inferred_teeth,0.296,0.357,0.062,0.919,0,0.978
Musteloidea_not_assigned_to_family,Franconictis,vireti,Inferred_teeth,0.255,0.3,0,0.875,0,0.878
Musteloidea_not_assigned_to_family,Gaillardina,transitoria,Inferred_teeth,0.285,0.889,0,1.114,0.056,1.142
Musteloidea_not_assigned_to_family,Legionarictis,fortidens,Inferred_teeth,0.272,0.725,0,1.061,0.055,1.085
Musteloidea_not_assigned_to_family,Luogale,rusingensis,Inferred_teeth,0.263,0.668,0.051,1.032,0,1.079
Musteloidea_not_assigned_to_family,Matanomictis,maniyarensis,Inferred_teeth,0.21,0.551,0.044,0.991,0,1.041
Musteloidea_not_assigned_to_family,Mustelavus,priscus,Inferred_teeth,0.256,-0.004,0,0.716,0,0.748
Musteloidea_not_assigned_to_family,Mustelictis,olivieri,Inferred_teeth,0.232,-0.008,0,0.763,0,0.699
Musteloidea_not_assigned_to_family,Mustelictis,piveteaui,Inferred_teeth,0.235,0.147,0,0.813,0.035,0.778
Musteloidea_not_assigned_to_family,Negodiaetictis,rugatrulleum,Inferred_teeth,0.277,0.46,0.055,0.941,0,0.973
Musteloidea_not_assigned_to_family,Paragale,huerzeleri,Inferred_teeth,0.211,0.434,0,1,0,0.978
Musteloidea_not_assigned_to_family,Paramartes,pococki,Inferred_teeth,0.3,0.569,0.066,1.015,0,1.086
Musteloidea_not_assigned_to_family,Plesiogale,angustifrons,Inferred_teeth,0.219,0.415,0,0.954,0.052,0.988
Musteloidea_not_assigned_to_family,Plesiogale,postfelina,Inferred_teeth,0.246,-0.123,0.054,0.734,0,0.756
Musteloidea_not_assigned_to_family,Rhodanictis,depereti,Inferred_teeth,0.287,0.554,0,0.978,0,1.041
Musteloidea_not_assigned_to_family,Sinictis,dolicognathus,Inferred_teeth,0.332,0.598,0.073,1.015,0,1.086
Musteloidea_not_assigned_to_family,Trochictis,artenensis,Inferred_teeth,0.261,0.683,0,1.061,0,1.064
Musteloidea_not_assigned_to_family,Trochictis,carbonaria,Inferred_teeth,0.274,0.781,0.05,1.088,0,1.117
Musteloidea_not_assigned_to_family,Trochictis,narcisoi,Inferred_teeth,0.315,0.418,0.061,0.941,0,0.959
Nandiniidae,Nandinia,binotata,Measured,0,0.301,0.15,0.888,0.148,0.846
Nimravidae,Dinaelurus,crassus,Inferred_teeth,0.312,1.501,0,1.338,0.052,1.315
Nimravidae,Dinailurictis,bonali,Inferred_teeth,0.294,1.752,0,1.454,0,1.411
Nimravidae,Dinictis,felina,Inferred_teeth,0.31,1.305,0.055,1.263,0,1.225
Nimravidae,Eofelis,edwardsii,Inferred_teeth,0.293,1.005,0.039,1.151,0,1.086
Nimravidae,Eofelis,giganteus,Inferred_teeth,0.305,1.336,0.044,1.285,0,1.23
Nimravidae,Hoplophoneus,bidentatus,Inferred_teeth,0.285,1.253,0,1.223,0,1.221
Nimravidae,Hoplophoneus,cerebralis,Inferred_teeth,0.329,1.182,0,1.167,0,1.215
Nimravidae,Hoplophoneus,mentalis,Inferred_teeth,0.284,1.352,0.04,1.285,0,1.243
Nimravidae,Hoplophoneus,occidentalis,Inferred_teeth,0.302,1.565,0.043,1.363,0,1.344
Nimravidae,Hoplophoneus,primaevus,Inferred_teeth,0.296,1.296,0,1.279,0,1.204
Nimravidae,Hoplophoneus,sicarius,Inferred_teeth,0.281,1.422,0.031,1.303,0,1.283
Nimravidae,Hoplophoneus,villebramarensis,Inferred_teeth,0.29,1.449,0,1.331,0,1.279
Nimravidae,Maofelis,cantonensis,Inferred_teeth,0.244,1.398,0,1.302,0.037,1.265
Nimravidae,Nanosmilus,kurteni,Inferred_teeth,0.282,1.174,0,1.215,0,1.164
Nimravidae,Nimravus,brachyops,Inferred_teeth,0.333,1.675,0,1.39,0,1.408
Nimravidae,Nimravus,intermedius,Inferred_teeth,0.41,1.486,0,1.311,0,1.327
Nimravidae,Pogonodon,davisi,Inferred_teeth,0.315,1.609,0.055,1.387,0,1.356
Nimravidae,Pogonodon,platycopis,Inferred_teeth,0.34,1.707,0.063,1.427,0,1.4
Nimravidae,Quercylurus,major,Inferred_teeth,0.316,1.913,0,1.533,0.044,1.468
Outside_extant_families,Lycophocyon,hutchisoni,Inferred_teeth,0.241,0.766,0,1.013,0,0.996
Outside_extant_families,Palaeogale,dorothiae,Inferred_teeth,0.307,0.021,0.048,0.736,0,0.69
Outside_extant_families,Palaeogale,hyaenoides,Inferred_teeth,0.356,0.389,0,0.884,0,0.851
Outside_extant_families,Palaeogale,minuta_Eurasia,Inferred_teeth,0.359,-0.096,0.054,0.684,0,0.643
Outside_extant_families,Palaeogale,minuta_NorthAmerica,Inferred_teeth,0.348,-0.235,0,0.609,0,0.601
Outside_extant_families,Palaeogale,praehyaenoides,Inferred_teeth,0.332,0.286,0.041,0.839,0,0.81
Outside_extant_families,Palaeogale,sanguinarius,Inferred_teeth,0.32,0.536,0,0.954,0.054,0.906
Outside_extant_families,Palaeogale,sectoria_Eurasia,Inferred_teeth,0.343,0.194,0.064,0.808,0,0.763
Outside_extant_families,Palaeogale,sectoria_NorthAmerica,Inferred_Phylogeny,0.549,0.495,0.184,0.932,0.181,0.893
Percrocutidae,Dinocrocuta,algeriensis,Inferred_teeth,0.358,1.837,0,1.609,0,1.428
Percrocutidae,Dinocrocuta,gigantea,Inferred_teeth,0.337,2.145,0,1.739,0,1.556
Percrocutidae,Dinocrocuta,robusta,Inferred_teeth,0.321,1.876,0.043,1.597,0,1.47
Percrocutidae,Dinocrocuta,salonicae,Inferred_teeth,0.321,2.003,0,1.653,0.043,1.52
Percrocutidae,Dinocrocuta,senyureki,Inferred_teeth,0.348,2.021,0,1.704,0,1.489
Percrocutidae,Percrocuta,abessalomi,Inferred_teeth,0.302,1.302,0,1.255,0,1.322
Percrocutidae,Percrocuta,carnifex,Inferred_teeth,0.332,1.447,0,1.329,0,1.371
Percrocutidae,Percrocuta,leakeyi,Inferred_teeth,0.321,2.138,0,1.642,0.046,1.64
Percrocutidae,Percrocuta,miocenica,Inferred_teeth,0.33,1.411,0.05,1.318,0,1.352
Percrocutidae,Percrocuta,tobieni,Inferred_teeth,0.322,1.254,0,1.241,0,1.297
Percrocutidae,Percrocuta,tungurensis,Inferred_teeth,0.308,1.671,0,1.38,0,1.505
Prionodontidae,Prionodon,linsang,Measured,0,-0.155,0.138,0.795,0.136,0.727
Prionodontidae,Prionodon,pardicolor,Measured,0,-0.291,0.138,0.757,0.136,0.689
Procyonidae,Acheronictis,webbi,Inferred_teeth,0.225,-0.159,0,0.653,0.045,0.703
Procyonidae,Amphinasua,brevirostris,Inferred_Phylogeny,0.387,0.727,0.112,1.049,0.106,1.051
Procyonidae,Amphinasua,groeberi,Inferred_teeth,0.297,0.825,0.051,1.089,0,1.093
Procyonidae,Amphinasua,lutaria,Inferred_teeth,0.293,0.678,0.05,1.029,0,1.029
Procyonidae,Amphinasua,pascuali,Inferred_teeth,0.286,0.494,0.048,0.955,0,0.949
Procyonidae,Arctonasua,eurybates,Inferred_teeth,0.298,0.929,0.051,1.095,0,1.172
Procyonidae,Arctonasua,floridana,Inferred_teeth,0.27,0.895,0,1.064,0,1.173
Procyonidae,Arctonasua,fricki,Inferred_Phylogeny,0.395,0.823,0.117,1.052,0.115,1.126
Procyonidae,Arctonasua,gracilis,Inferred_teeth,0.241,0.737,0,1.021,0,1.085
Procyonidae,Arctonasua,minima,Inferred_teeth,0.236,0.666,0.036,0.998,0,1.049
Procyonidae,Bassaricyon,alleni,Measured,0,0.092,0.124,0.803,0.123,0.836
Procyonidae,Bassaricyon,gabbii,Measured,0,0.097,0.124,0.804,0.123,0.838
Procyonidae,Bassaricyon,medius,Measured,0,0.101,0.124,0.806,0.123,0.839
Procyonidae,Bassaricyon,neblina,Measured,0,0.159,0.124,0.822,0.123,0.855
Procyonidae,Bassaricyonoides,phyllismillerae,Inferred_teeth,0.25,0.363,0.051,0.882,0,0.908
Procyonidae,Bassaricyonoides,stewartae,Inferred_teeth,0.268,0.449,0,0.919,0.054,0.943
Procyonidae,Bassariscus,antiquus,Inferred_teeth,0.246,0.191,0.05,0.828,0,0.857
Procyonidae,Bassariscus,astutus,Measured,0,0.053,0,0.851,0,0.872
Procyonidae,Bassariscus,casei,Inferred_teeth,0.248,0.111,0,0.839,0.057,0.862
Procyonidae,Bassariscus,minimus,Inferred_teeth,0.219,0.025,0.043,0.765,0,0.789
Procyonidae,Bassariscus,ogallalae,Inferred_teeth,0.263,0.052,0.056,0.792,0,0.816
Procyonidae,Bassariscus,parvus,Inferred_teeth,0.259,0.136,0,0.813,0,0.839
Procyonidae,Bassariscus,sumichrasti,Measured,0,-0.046,0.098,0.779,0.099,0.805
Procyonidae,Broiliana,dehmi,Inferred_teeth,0.298,0.132,0.053,0.782,0,0.806
Procyonidae,Broiliana,nobilis,Inferred_teeth,0.31,0.234,0,0.813,0,0.86
Procyonidae,Chapalmalania,alteafrontis,Inferred_teeth,0.298,1.2,0,1.274,0,1.225
Procyonidae,Chapalmalania,ortognatha,Inferred_teeth,0.304,1.124,0,1.23,0.043,1.205
Procyonidae,Cyonasua,argentina,Inferred_teeth,0.286,0.81,0.049,1.082,0,1.088
Procyonidae,Edaphocyon,lautus,Inferred_teeth,0.218,0.497,0,0.94,0.042,0.973
Procyonidae,Edaphocyon,palmeri,Inferred_Phylogeny,0.29,0.444,0.088,0.916,0.09,0.951
Procyonidae,Edaphocyon,pointblankensis,Inferred_teeth,0.248,0.491,0,0.937,0.05,0.97
Procyonidae,Nasua,narica,Measured,0,0.605,0.124,0.946,0.122,0.979
Procyonidae,Nasua,nasua,Measured,0,0.579,0.124,0.939,0.123,0.972
Procyonidae,Nasua,pronarica,Inferred_Phylogeny,0.312,0.392,0.146,0.886,0.145,0.92
Procyonidae,Nasuella,meridensis,Measured,0,0.251,0.124,0.847,0.123,0.88
Procyonidae,Nasuella,olivacea,Measured,0,0.127,0.124,0.812,0.122,0.845
Procyonidae,Paranasua,biradica,Inferred_teeth,0.243,0.656,0.053,0.968,0,1.021
Procyonidae,Parapotos,tedfordi,Inferred_teeth,0.264,0.461,0.06,0.918,0,0.949
Procyonidae,Plesictis,dieupentalensis,Inferred_teeth,0.248,0.179,0.038,0.817,0,0.813
